"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
11,2013-07-12,108,91,92,32,90,84,1,17,89,205,"TSRA",2,1,257,67,36,18,195
12,2013-07-12,112,94,95,32,91,85,1,20,81,205,"TSRA RA",2,3,256,67,42,21,203
13,2013-07-12,112,80,87,37,69,70,1,13,5,201,"TS",2,3,52,59,28,36,223
14,2013-07-12,120,90,97,36,85,84,1,22,81,220,"RA",2,2,127,66,93,14,246
15,2013-07-12,101,78,81,34,76,73,1,7,12,199,"MO",2,2,241,87,18,10,188
16,2013-07-12,94,81,80,36,75,72,1,6,1,205,"MO",2,2,265,84,80,4,238
17,2013-07-12,119,91,97,35,90,85,1,22,88,208,"MO",2,2,198,72,53,15,208
18,2013-07-12,11,97,103,36,85,85,1,27,84,211,"MO",2,2,209,65,71,11,232
19,2013-07-12,97,72,76,27,74,71,1,3,19,204,"MO",2,2,207,87,33,11,196
20,2013-07-12,11,92,99,38,86,84,1,24,83,211,"MO",2,2,190,65,58,10,220
1,2013-07-13,101,82,83,22,81,75,1,9,17,192,"MO",2,2,282,105,31,7,197
2,2013-07-13,91,78,76,22,83,75,1,3,18,197,"RA FG+ BR",2,11,189,105,33,7,205
3,2013-07-13,117,93,97,35,83,82,1,22,72,215,"RA",2,5,192,68,84,15,246
4,2013-07-13,14,94,103,38,79,81,1,27,94,208,"MO",2,2,190,62,8,12,185
5,2013-07-13,104,71,78,29,80,73,1,5,15,194,"MO",2,2,209,92,76,31,238
6,2013-07-13,13,88,98,36,81,82,1,23,94,208,"MO",2,2,205,62,25,13,197
7,2013-07-13,119,96,99,33,83,82,1,24,88,166,"HZ",2,2,127,65,131,16,55
8,2013-07-13,13,94,102,40,89,86,1,26,111,190,"RA",2,2,223,78,22,17,187
9,2013-07-13,98,82,82,34,81,76,1,8,120,163,"TSRA RA BR VCTS",2,103,197,76,103,15,25
10,2013-07-13,106,89,89,33,91,83,1,15,90,204,"TSRA RA BR",2,141,260,71,35,17,218
11,2013-07-13,106,89,89,22,91,84,1,15,90,204,"TSRA BR",2,188,260,71,12,13,189
12,2013-07-13,109,91,92,32,90,84,1,17,101,170,"TSRA",2,27,259,72,37,14,196
13,2013-07-13,113,79,87,1,73,71,1,13,50,173,"BCFG",2,13,61,71,9,28,228
14,2013-07-13,120,94,99,38,85,83,1,24,81,220,"MO",2,2,127,66,98,16,25
15,2013-07-13,101,74,80,32,80,74,1,6,13,199,"MO",2,2,260,104,15,15,121
16,2013-07-13,97,81,81,1,82,75,1,7,156,164,"MO",2,2,285,102,29,12,192
17,2013-07-13,118,93,97,37,84,82,1,22,140,119,"RA",2,5,198,72,66,15,224
18,2013-07-13,11,101,104,37,82,83,1,28,85,211,"MO",2,2,210,66,97,11,22
19,2013-07-13,101,77,81,1,78,74,1,7,19,203,"MO",2,2,210,90,47,12,206
20,2013-07-13,10,96,102,38,83,83,1,26,83,212,"MO",2,2,190,65,82,10,246
1,2013-07-14,111,88,91,46,87,83,1,16,138,89,"FG+ FG BR",2,1,280,101,7,25,188
2,2013-07-14,106,88,88,40,87,82,1,14,18,196,"MO",2,2,190,103,67,28,222
3,2013-07-14,111,89,92,12,80,77,1,17,73,215,"TS TSRA VCTS",2,1,195,70,39,16,224
4,2013-07-14,119,92,97,33,83,81,1,22,95,208,"MO",2,1,190,61,17,8,200
5,2013-07-14,98,66,74,12,56,64,1,1,15,193,"MO",2,1,197,87,89,17,241
6,2013-07-14,118,92,97,35,84,82,1,22,95,207,"RA",2,1,205,61,47,11,238
7,2013-07-14,106,82,86,34,81,74,1,12,109,180,"TSRA RA BR",2,171,134,72,60,16,235
8,2013-07-14,118,94,98,35,92,86,1,23,44,169,"RA DZ VCTS",2,7,223,76,23,17,194
9,2013-07-14,105,88,88,32,83,78,1,14,95,206,"MO",2,1,207,87,67,15,220
10,2013-07-14,106,90,89,35,90,84,1,15,91,203,"MO",2,1,272,82,85,12,245
11,2013-07-14,106,88,88,26,90,83,1,14,90,204,"MO",2,1,272,83,53,11,210
12,2013-07-14,107,91,91,32,90,84,1,16,122,176,"MO",2,1,271,83,53,13,208
13,2013-07-14,100,74,78,37,75,71,1,5,161,82,"TS TSRA",2,21,66,81,36,34,238
14,2013-07-14,104,83,85,29,82,75,1,11,82,219,"TSRA RA BR",2,172,132,72,54,16,224
15,2013-07-14,109,82,87,39,86,81,1,13,14,198,"FG+ BR",2,2,257,100,15,30,184
16,2013-07-14,111,85,89,26,89,82,1,15,83,198,"FG BR",2,2,282,98,4,23,191
17,2013-07-14,109,86,89,35,82,78,1,15,125,160,"MO",2,3,201,75,17,17,129
18,2013-07-14,103,90,88,31,83,78,1,14,85,210,"RA BR",2,29,213,69,18,4,209
19,2013-07-14,104,83,85,35,84,80,1,11,20,203,"MO",2,2,216,95,47,12,201
20,2013-07-14,100,86,85,12,84,77,1,11,10,204,"RA BR",2,39,193,69,16,3,196
1,2013-07-15,112,89,92,28,87,83,1,17,110,155,"MO",2,2,270,91,19,31,126
2,2013-07-15,108,89,91,41,86,82,1,16,19,196,"MO",2,2,181,94,79,31,237
3,2013-07-15,103,83,85,31,83,77,1,11,74,214,"TS TSRA RA BR",2,37,207,83,20,17,237
4,2013-07-15,97,88,84,3,89,81,1,10,95,208,"RA BR",2,53,198,71,7,3,189
5,2013-07-15,75,60,60,29,51,53,8,1,16,193,"MO",2,2,182,74,55,36,238
6,2013-07-15,103,89,87,28,90,82,1,13,95,207,"RA DZ BR",2,33,214,69,61,7,225
7,2013-07-15,96,81,81,28,81,74,1,7,180,147,"RA FG BR",2,121,141,81,38,11,233
8,2013-07-15,111,91,93,35,93,85,1,18,120,174,"RA VCTS",2,86,229,72,38,11,196
9,2013-07-15,108,85,88,37,85,81,1,14,151,93,"BR",2,2,213,93,54,16,209
10,2013-07-15,107,94,93,1,93,86,1,18,91,203,"TS RA BR",2,17,279,88,91,7,24
11,2013-07-15,107,89,89,22,92,85,1,15,91,204,"TSRA RA BR",2,22,279,90,80,8,245
12,2013-07-15,108,91,92,26,92,86,1,17,28,200,"MO",2,16,278,89,77,9,235
13,2013-07-15,94,77,77,12,72,69,1,4,91,118,"TSRA",2,4,64,81,97,17,252
14,2013-07-15,97,82,82,2,82,75,1,8,83,219,"RA BR",2,153,140,80,40,9,242
15,2013-07-15,114,82,89,41,85,81,1,15,15,197,"MO",2,2,248,91,39,30,194
16,2013-07-15,108,88,89,34,87,82,1,15,83,198,"MO",2,1,272,87,8,16,130
17,2013-07-15,98,82,82,37,84,77,1,8,18,203,"RA BR VCTS",2,48,213,87,24,15,198
18,2013-07-15,94,85,82,7,86,80,1,8,86,210,"RA BR HZ",2,84,221,77,31,10,196
19,2013-07-15,105,89,88,38,90,83,1,14,21,202,"BR",2,2,220,100,38,10,199
20,2013-07-15,94,84,81,12,86,78,1,7,33,188,"RA BR",2,87,202,77,47,10,206
1,2013-07-16,114,88,93,40,84,81,1,18,6,188,"MO",2,2,267,90,16,34,185
2,2013-07-16,111,90,92,42,82,80,1,17,20,195,"MO",2,2,178,92,70,35,228
3,2013-07-16,112,89,92,22,86,82,1,17,74,214,"RA BR",2,8,216,92,47,11,208
4,2013-07-16,115,90,94,12,89,83,1,19,96,207,"TS BR",2,2,207,79,20,11,201
5,2013-07-16,107,74,82,40,64,67,1,8,17,192,"MO",2,2,164,70,88,23,21
6,2013-07-16,116,89,94,1,89,83,1,19,96,207,"MO",2,2,223,78,68,10,236
7,2013-07-16,107,85,88,12,83,80,1,14,90,205,"TSRA RA BR HZ",2,61,151,54,47,34,237
8,2013-07-16,114,94,96,26,92,86,1,21,87,206,"RA VCTS",2,3,239,75,47,11,204
9,2013-07-16,112,91,93,32,89,84,1,18,70,202,"BR",2,2,212,93,67,21,230
10,2013-07-16,108,95,94,32,92,86,1,19,92,203,"MO",2,1,285,93,100,7,22
11,2013-07-16,107,92,92,1,93,86,1,17,91,203,"TS",2,2,285,95,76,7,232
12,2013-07-16,108,96,94,32,92,86,1,19,92,206,"MO",2,2,283,94,77,8,232
13,2013-07-16,100,71,77,12,64,64,1,4,91,205,"MO",2,2,65,82,137,16,62
14,2013-07-16,108,88,89,22,86,81,1,15,83,219,"TS TSRA RA BR",2,93,151,91,75,12,235
15,2013-07-16,113,81,88,40,85,81,1,14,16,197,"MO",2,2,246,89,43,32,199
16,2013-07-16,113,85,91,34,85,81,1,16,93,199,"MO",2,2,269,86,12,31,195
17,2013-07-16,112,86,91,31,87,82,1,16,101,198,"RA BR",2,5,222,96,43,12,199
18,2013-07-16,112,91,93,27,89,83,1,18,87,209,"TS TSRA RA BR",2,70,231,86,67,11,223
19,2013-07-16,114,93,95,44,92,86,1,20,22,201,"BR",2,2,220,99,63,22,222
20,2013-07-16,111,89,92,32,89,83,1,17,17,202,"RA BR",2,18,211,85,67,10,224
1,2013-07-17,115,89,94,40,86,83,1,19,81,210,"MO",2,2,265,85,44,23,199
2,2013-07-17,111,90,92,42,85,82,1,17,21,195,"MO",2,2,177,88,64,26,228
3,2013-07-17,116,90,95,32,86,83,1,20,75,213,"MO",2,2,218,95,51,14,216
4,2013-07-17,113,91,94,12,90,83,1,19,96,207,"TSRA RA BR",2,151,214,87,14,11,125
5,2013-07-17,87,67,69,34,65,62,46,1,18,191,"MO",2,4,219,52,38,30,226
6,2013-07-17,113,90,93,12,90,83,1,18,96,206,"TSRA RA BR HZ",2,67,229,86,48,9,216
7,2013-07-17,97,84,83,28,86,77,1,9,89,7,"RA BR HZ VCTS",2,20,153,88,35,12,209
8,2013-07-17,114,94,96,38,93,86,1,21,128,170,"VCTS",2,80,246,69,25,10,185
9,2013-07-17,113,92,94,22,89,84,1,19,87,205,"MO",2,2,210,92,50,22,212
10,2013-07-17,109,96,95,34,91,85,1,20,92,202,"MO",2,2,283,91,82,8,244
11,2013-07-17,108,90,91,12,91,85,1,16,92,203,"MO",2,2,283,92,51,8,211
12,2013-07-17,109,93,93,37,92,86,1,18,120,163,"MO",2,1,282,92,52,8,209
13,2013-07-17,106,74,82,36,65,67,1,8,131,94,"MO",2,2,65,80,153,17,74
14,2013-07-17,109,89,91,12,89,83,1,16,84,218,"TS TSRA",2,20,154,95,40,12,205
15,2013-07-17,115,83,91,42,86,82,1,16,16,196,"BR",2,2,242,84,29,24,190
16,2013-07-17,108,85,88,1,89,83,1,14,88,211,"MO",2,2,267,82,47,18,215
17,2013-07-17,115,89,94,28,89,84,1,19,32,212,"MO",2,2,224,99,32,14,194
18,2013-07-17,114,91,94,26,89,83,1,19,87,209,"RA",2,6,235,91,52,11,215
19,2013-07-17,116,97,98,47,91,86,1,23,23,201,"MO",2,2,216,96,73,25,232
20,2013-07-17,113,89,93,32,90,83,1,18,75,212,"MO",2,21,215,91,54,11,211
1,2013-07-18,112,93,94,35,87,83,1,19,75,203,"MO",2,2,253,74,13,11,195
2,2013-07-18,112,92,94,44,87,83,1,19,22,194,"MO",2,2,164,76,75,27,235
3,2013-07-18,117,91,96,33,86,84,1,21,76,213,"MO",2,2,205,83,25,23,189
4,2013-07-18,116,91,95,1,87,83,1,20,97,207,"MO",2,2,208,82,8,16,125
5,2013-07-18,92,74,73,1,82,71,2,1,19,191,"MO",2,2,215,98,106,7,27
6,2013-07-18,116,90,95,32,89,83,1,20,97,206,"MO",2,2,224,82,17,12,198
7,2013-07-18,112,89,92,42,84,81,1,17,139,210,"BR HZ",2,1,143,85,68,20,223
8,2013-07-18,117,94,97,33,92,86,1,22,106,188,"RA",2,17,241,66,24,14,187
9,2013-07-18,114,93,95,46,87,84,1,20,81,209,"MO",2,2,182,66,111,22,37
10,2013-07-18,108,95,94,1,91,85,1,19,93,202,"MO",2,2,278,86,60,11,223
11,2013-07-18,109,89,91,12,91,84,1,16,92,203,"MO",2,2,277,86,33,9,198
12,2013-07-18,111,91,93,35,90,84,1,18,138,114,"RA",2,1,277,86,44,10,197
13,2013-07-18,113,78,87,35,65,69,1,13,154,134,"MO",2,2,62,72,76,33,30
14,2013-07-18,112,90,93,32,87,83,1,18,85,218,"MO",2,2,143,85,57,18,213
15,2013-07-18,114,86,92,43,89,83,1,17,17,195,"BR VCTS",2,130,231,73,12,36,193
16,2013-07-18,108,90,91,7,89,83,1,16,76,203,"MO",2,2,255,70,14,12,218
17,2013-07-18,117,90,95,35,89,85,1,20,85,209,"MO",2,2,211,87,13,22,121
18,2013-07-18,116,92,96,12,87,84,1,21,88,209,"MO",2,2,226,84,15,14,129
19,2013-07-18,116,97,98,47,90,86,1,23,24,200,"MO",2,2,195,77,101,24,24
20,2013-07-18,114,89,93,33,89,84,1,18,74,198,"RA",2,3,207,84,13,14,121
1,2013-07-19,118,92,97,1,90,86,1,22,81,205,"MO",2,2,236,56,97,23,21
2,2013-07-19,114,92,95,45,91,85,1,20,23,193,"HZ",2,2,151,60,130,24,54
3,2013-07-19,119,92,97,34,86,84,1,22,76,212,"TS",2,2,192,70,52,20,223
4,2013-07-19,117,90,95,1,86,83,1,20,98,206,"MO",2,2,200,74,19,13,188
5,2013-07-19,109,78,85,1,74,73,1,10,20,190,"MO",2,2,134,75,39,1,244
6,2013-07-19,117,86,94,1,87,83,1,19,98,205,"MO",2,2,215,73,30,14,194
7,2013-07-19,114,89,93,38,83,81,1,18,115,67,"HZ",2,1,130,71,81,20,238
8,2013-07-19,118,92,97,34,91,85,1,22,134,144,"TS BR VCTS",2,2,234,50,29,11,187
9,2013-07-19,105,91,89,38,81,78,1,15,96,115,"TSRA",2,1,176,56,105,28,41
10,2013-07-19,109,93,93,44,90,84,1,18,93,202,"MO",2,58,275,84,78,19,237
11,2013-07-19,109,91,92,1,91,84,1,17,93,202,"MO",2,12,275,84,47,20,208
12,2013-07-19,113,92,94,34,89,84,1,19,85,204,"RA",2,1,274,61,59,21,216
13,2013-07-19,103,79,83,12,70,69,1,9,63,222,"MO",2,2,63,76,22,3,230
14,2013-07-19,115,89,94,33,85,82,1,19,85,217,"MO",2,2,130,71,55,19,217
15,2013-07-19,116,86,93,44,91,85,1,18,18,195,"FG+ FG BR VCTS",2,26,213,54,61,22,214
16,2013-07-19,117,89,95,32,91,86,1,20,85,209,"MO",2,2,239,53,90,24,246
17,2013-07-19,119,90,96,1,89,84,1,21,94,209,"MO",2,2,198,74,33,21,191
18,2013-07-19,117,95,98,32,89,84,1,23,88,208,"TSRA RA",2,4,216,73,49,14,223
19,2013-07-19,115,97,98,47,87,85,1,23,25,199,"MO",2,1,173,53,143,25,69
20,2013-07-19,116,93,96,38,89,84,1,21,39,199,"MO",2,1,197,73,43,15,225
1,2013-07-20,114,92,95,35,86,83,1,20,62,212,"HZ",2,2,224,47,74,25,235
2,2013-07-20,108,86,89,40,89,83,1,15,23,192,"RA BR HZ",2,17,138,51,103,26,27
3,2013-07-20,119,93,98,35,86,84,1,23,77,212,"TS RA",2,1,185,62,77,17,251
4,2013-07-20,117,93,97,33,89,84,1,22,98,206,"RA",2,6,193,66,11,16,187
5,2013-07-20,94,57,70,22,62,60,35,1,21,189,"MO",2,2,246,71,26,11,194
6,2013-07-20,115,89,94,1,89,83,1,19,98,205,"MO",2,2,208,66,47,17,212
7,2013-07-20,115,91,95,33,85,82,1,20,98,134,"HZ",2,2,122,62,104,19,26
8,2013-07-20,118,94,98,33,92,86,1,23,104,203,"BR VCTS",2,2,227,74,38,14,196
9,2013-07-20,101,83,84,1,76,74,1,10,140,123,"MO",2,1,185,65,40,2,217
10,2013-07-20,107,92,92,1,90,83,1,17,94,201,"RA",2,13,274,82,63,19,228
11,2013-07-20,108,89,91,12,90,83,1,16,93,202,"RA BR",2,57,273,82,41,20,198
12,2013-07-20,112,92,94,32,90,83,1,19,84,206,"RA",2,56,272,82,35,22,200
13,2013-07-20,113,74,85,47,67,69,1,11,87,194,"MO",2,2,51,62,29,10,227
14,2013-07-20,116,90,95,34,87,84,1,20,86,217,"MO",2,2,122,62,70,18,229
15,2013-07-20,109,81,87,38,85,80,1,13,19,194,"MO",2,3,203,57,45,27,194
16,2013-07-20,114,90,94,36,90,85,1,19,85,205,"RA HZ",2,7,227,43,69,25,226
17,2013-07-20,119,89,96,41,87,84,1,21,79,211,"MO",2,2,192,66,44,18,210
18,2013-07-20,116,94,97,1,89,84,1,22,89,208,"TSRA",2,18,208,65,48,17,214
19,2013-07-20,103,84,85,34,79,75,1,11,25,199,"MO",2,2,186,64,58,2,226
20,2013-07-20,117,92,96,43,89,84,1,21,92,209,"RA",2,1,189,65,33,17,200
1,2013-07-21,102,84,85,33,80,75,1,11,43,203,"MO",2,2,246,70,18,10,188
2,2013-07-21,103,84,85,36,79,75,1,11,24,192,"MO",2,2,155,70,36,29,200
3,2013-07-21,111,88,91,26,91,84,1,16,78,211,"TS TSRA RA BR",2,174,183,60,44,13,238
4,2013-07-21,117,93,97,33,91,85,1,22,99,205,"MO",2,2,193,65,45,17,210
5,2013-07-21,102,77,80,42,75,71,1,6,21,188,"MO",2,2,218,69,73,14,230
6,2013-07-21,117,90,95,32,92,85,1,20,99,205,"RA",2,8,209,65,69,18,230
7,2013-07-21,116,93,96,38,85,82,1,21,134,161,"MO",2,2,118,57,102,19,25
8,2013-07-21,104,94,92,35,83,78,1,17,88,210,"TS VCTS",2,12,227,65,32,17,190
9,2013-07-21,101,77,81,32,78,73,1,7,111,190,"TSRA RA",2,14,180,62,65,12,225
10,2013-07-21,112,91,93,40,92,85,1,18,95,201,"RA",2,10,272,81,67,22,234
11,2013-07-21,109,90,92,1,92,84,1,17,94,201,"TSRA RA",2,31,271,81,46,23,215
12,2013-07-21,114,93,95,38,90,84,1,20,82,133,"RA",2,5,271,82,54,23,217
13,2013-07-21,111,80,87,49,63,67,1,13,86,162,"MO",2,2,46,53,37,20,23
14,2013-07-21,117,92,96,34,87,84,1,21,87,216,"MO",2,2,117,57,85,19,239
15,2013-07-21,101,78,81,32,81,75,1,7,20,193,"MO",2,2,223,68,16,15,122
16,2013-07-21,98,84,83,40,81,76,1,9,124,160,"BR",2,2,249,67,44,12,210
17,2013-07-21,114,90,94,37,92,85,1,19,89,199,"RA BR VCTS",2,76,189,63,33,14,219
18,2013-07-21,119,94,98,32,89,85,1,23,90,207,"MO",2,2,206,62,81,19,244
19,2013-07-21,95,81,80,22,80,74,1,6,26,198,"TSRA RA BR",2,40,190,69,66,9,232
20,2013-07-21,118,92,97,43,89,85,1,22,101,201,"MO",2,2,187,62,41,18,216
1,2013-07-22,102,86,86,32,84,78,1,12,4,187,"BR",2,2,252,73,49,7,204
2,2013-07-22,102,82,84,35,84,77,1,10,25,191,"RA FG BR",2,1,159,71,38,9,202
3,2013-07-22,115,97,98,35,91,86,1,23,79,210,"TSRA",2,8,181,56,99,18,30
4,2013-07-22,120,96,100,36,90,86,1,25,99,205,"MO",2,2,195,67,54,18,226
5,2013-07-22,104,89,87,42,84,78,1,13,22,188,"MO",2,2,183,70,98,16,31
6,2013-07-22,119,95,99,36,91,86,1,24,99,204,"MO",2,2,211,67,115,18,39
7,2013-07-22,117,95,98,48,86,84,1,23,77,153,"MO",2,2,120,58,124,20,49
8,2013-07-22,109,99,93,1,83,83,1,21,89,203,"MO",2,2,229,75,90,17,243
9,2013-07-22,108,83,87,38,80,76,1,13,150,113,"MO",2,2,169,48,37,29,35
10,2013-07-22,112,93,94,12,92,85,1,19,95,200,"TSRA RA BR",2,19,274,81,92,23,247
11,2013-07-22,111,92,93,32,92,85,1,18,95,201,"TSRA RA BR",2,29,272,81,74,23,230
12,2013-07-22,114,94,96,10,92,86,1,21,103,203,"RA",2,18,272,81,88,24,242
13,2013-07-22,116,83,92,35,53,65,1,17,82,153,"MO",2,2,49,54,10,23,226
14,2013-07-22,117,95,98,36,90,85,1,23,87,215,"MO",2,2,120,58,111,20,37
15,2013-07-22,97,80,81,32,83,75,1,7,21,192,"RA BR",2,5,230,73,24,7,186
16,2013-07-22,84,81,70,33,85,80,35,1,1,198,"FG+ BR",2,3,254,71,67,17,226
17,2013-07-22,117,94,97,41,92,87,1,22,113,168,"TSRA VCTS",2,15,187,60,53,19,217
18,2013-07-22,120,97,100,34,89,86,1,25,90,207,"MO",2,2,208,65,98,20,21
19,2013-07-22,106,81,85,34,86,81,1,11,27,197,"TSRA RA BR",2,4,173,53,51,19,217
20,2013-07-22,118,96,99,34,90,86,1,24,90,209,"MO",2,2,190,64,51,18,228
1,2013-07-23,98,86,84,35,87,80,1,10,101,207,"RA BR VCTS",2,162,223,41,17,6,187
2,2013-07-23,102,84,85,36,89,80,1,11,26,190,"RA FG+ FG BR",2,139,132,41,30,26,219
3,2013-07-23,9,85,95,32,91,87,1,20,79,210,"RA BR",2,61,180,55,47,24,247
4,2013-07-23,120,96,100,35,87,85,1,25,100,204,"MO",2,2,195,67,53,18,225
5,2013-07-23,101,77,81,22,69,69,1,7,23,187,"MO",2,2,172,83,33,1,247
6,2013-07-23,120,95,99,36,89,85,1,24,100,204,"MO",2,2,210,67,116,19,38
7,2013-07-23,117,96,98,36,87,85,1,23,27,222,"MO",2,1,118,56,126,19,48
8,2013-07-23,106,89,89,32,87,82,1,15,86,209,"HZ",2,2,229,71,86,19,242
9,2013-07-23,95,78,78,22,69,67,1,5,126,163,"MO",2,2,192,71,74,36,237
10,2013-07-23,109,92,93,2,92,85,1,18,96,200,"RA",2,6,265,73,102,24,27
11,2013-07-23,112,91,93,32,92,85,1,18,95,200,"MO",2,1,264,72,87,24,246
12,2013-07-23,114,94,96,36,91,85,1,21,81,206,"MO",2,7,264,73,96,24,252
13,2013-07-23,111,83,88,27,57,65,1,14,139,120,"MO",2,2,57,63,18,1,219
14,2013-07-23,118,94,98,36,91,86,1,23,88,215,"MO",2,2,117,57,97,19,252
15,2013-07-23,96,81,81,32,84,75,1,7,22,191,"RA FG+ BR",2,223,202,41,26,35,130
16,2013-07-23,75,60,60,22,62,61,7,1,34,194,"TS RA BR VCTS",2,2,225,81,23,17,246
17,2013-07-23,9,86,96,35,92,87,1,21,79,207,"RA BR VCTS",2,87,187,60,24,25,206
18,2013-07-23,120,101,103,36,89,86,1,27,91,206,"MO",2,2,205,63,91,20,245
19,2013-07-23,95,79,78,26,74,71,1,5,28,196,"MO",2,1,183,60,92,2,32
20,2013-07-23,119,99,100,38,89,86,1,25,74,207,"MO",2,2,187,63,43,19,221
1,2013-07-24,106,80,85,1,81,77,1,11,101,132,"FG BR",2,2,223,49,48,31,219
2,2013-07-24,98,79,81,32,80,75,1,7,27,189,"MO",2,2,133,50,89,30,23
3,2013-07-24,111,89,92,22,87,83,1,17,80,209,"TSRA RA",2,6,193,68,12,4,228
4,2013-07-24,118,95,98,33,89,85,1,23,101,204,"MO",2,2,195,66,33,20,198
5,2013-07-24,92,72,74,37,71,67,1,1,24,186,"MO",2,2,189,61,120,15,41
6,2013-07-24,118,93,97,34,90,85,1,22,100,203,"MO",2,2,210,65,80,20,235
7,2013-07-24,108,82,87,38,84,80,1,13,134,192,"RA BR VCTS",2,203,131,69,51,12,28
8,2013-07-24,118,96,99,44,94,88,1,24,111,186,"BR",2,2,227,83,57,19,215
9,2013-07-24,96,75,77,32,72,69,1,4,120,77,"MO",2,2,195,76,40,14,197
10,2013-07-24,108,91,92,22,91,84,1,17,96,199,"RA BR",2,19,254,62,99,25,21
11,2013-07-24,108,90,91,12,91,84,1,16,96,200,"RA",2,3,252,62,91,25,247
12,2013-07-24,109,93,93,40,91,84,1,18,98,191,"RA",2,12,252,62,96,26,251
13,2013-07-24,101,75,80,12,71,70,1,6,58,205,"TSRA RA",2,1,62,74,97,19,54
14,2013-07-24,112,84,89,26,86,82,1,15,89,214,"TSRA BR",2,74,130,69,50,9,32
15,2013-07-24,103,72,80,1,78,73,1,6,23,190,"FG+ BR",2,2,202,50,63,32,219
16,2013-07-24,100,74,81,12,82,73,1,7,40,181,"BR",2,2,224,95,18,10,211
17,2013-07-24,111,88,91,30,89,83,1,16,86,212,"TSRA RA BR",2,26,198,72,19,9,194
18,2013-07-24,120,96,100,34,86,84,1,25,92,205,"MO",2,1,210,67,38,10,232
19,2013-07-24,89,73,73,31,69,66,2,1,29,195,"MO",2,2,200,79,51,5,220
20,2013-07-24,120,97,100,35,87,85,1,25,92,207,"MO",2,1,191,66,45,10,227
1,2013-07-25,83,75,71,35,69,64,24,1,10,207,"RA",2,27,261,84,61,2,220
2,2013-07-25,80,71,67,4,69,62,57,1,28,188,"RA",2,21,166,82,74,3,230
3,2013-07-25,106,89,89,27,87,83,1,15,81,208,"MO",2,2,199,76,31,11,193
4,2013-07-25,9,94,99,34,86,84,1,24,101,203,"MO",2,2,200,71,29,16,201
5,2013-07-25,90,70,72,1,83,66,13,1,25,185,"MO",2,1,216,57,115,28,251
6,2013-07-25,9,91,98,35,87,85,1,23,101,203,"BR",2,2,216,71,50,17,218
7,2013-07-25,105,90,89,30,86,82,1,15,95,215,"RA BR HZ",2,21,135,75,59,18,223
8,2013-07-25,120,94,99,33,93,88,1,24,128,204,"BR",2,2,233,74,44,19,204
9,2013-07-25,102,78,82,32,76,73,1,8,154,119,"RA",2,11,186,68,28,23,209
10,2013-07-25,112,91,93,32,90,84,1,18,97,199,"MO",2,2,255,65,76,26,236
11,2013-07-25,109,90,92,1,92,85,1,17,96,199,"BR",2,10,254,65,50,26,212
12,2013-07-25,113,93,95,34,91,85,1,20,81,207,"MO",2,2,254,65,42,26,210
13,2013-07-25,102,71,78,12,69,65,1,5,50,201,"RA",2,6,66,83,33,28,228
14,2013-07-25,106,91,91,22,89,83,1,16,90,213,"TSRA RA",2,4,135,75,51,16,213
15,2013-07-25,93,68,72,30,70,65,13,1,24,189,"RA",2,2,239,83,10,2,185
16,2013-07-25,82,77,73,12,72,66,2,1,1,202,"RA BR",2,18,262,81,65,2,221
17,2013-07-25,107,89,89,36,90,84,1,15,77,192,"MO",2,2,205,79,20,13,128
18,2013-07-25,117,95,98,32,87,85,1,23,92,205,"MO",2,1,216,73,71,12,228
19,2013-07-25,98,72,77,27,72,70,1,4,30,194,"MO",2,2,198,79,66,18,233
20,2013-07-25,118,93,97,1,89,85,1,22,91,204,"MO",2,2,197,72,61,11,222
1,2013-07-26,91,78,76,34,79,73,1,3,99,158,"RA BR",2,25,253,75,50,33,222
2,2013-07-26,89,74,73,29,76,69,2,1,29,187,"RA BR",2,51,162,77,86,34,39
3,2013-07-26,102,85,85,31,89,82,1,11,82,208,"TSRA RA BR",2,83,195,72,29,13,222
4,2013-07-26,9,92,98,33,89,85,1,23,102,203,"TSRA BR",2,80,197,68,23,18,216
5,2013-07-26,109,83,88,12,80,77,1,13,26,184,"MO",2,2,197,84,20,9,201
6,2013-07-26,9,92,98,35,90,86,1,23,102,202,"TSRA",2,39,212,68,90,19,246
7,2013-07-26,103,86,86,1,86,80,1,12,88,197,"RA BR VCTS",2,227,132,71,54,5,43
8,2013-07-26,120,97,100,36,95,89,1,25,84,205,"BR",2,2,230,66,82,19,239
9,2013-07-26,91,70,72,33,70,66,13,1,40,167,"VCTS",2,1,193,73,110,32,48
10,2013-07-26,111,94,94,39,93,86,1,19,98,198,"MO",2,1,264,73,32,10,212
11,2013-07-26,112,91,93,32,93,87,1,18,97,199,"BR",2,2,264,74,41,8,197
12,2013-07-26,112,93,94,37,93,87,1,19,127,141,"MO",2,2,263,74,41,9,202
13,2013-07-26,107,70,81,36,62,64,1,7,103,95,"MO",2,2,69,87,16,15,208
14,2013-07-26,105,89,88,27,89,82,1,14,90,213,"TSRA RA BR",2,270,132,70,57,5,50
15,2013-07-26,93,78,77,22,80,72,1,4,25,188,"RA BR",2,36,233,75,41,31,200
16,2013-07-26,90,78,75,1,80,73,1,2,23,187,"RA BR",2,49,254,70,65,33,232
